"","city","state","postal_code","latitude","longitude","stars","review_count","categories","OpenSundays","Open7days","checkedin100","BusinessAcceptsCreditCards","RestaurantsTakeOut","RestaurantsPriceRange2","RestaurantsReservations","RestaurantsDelivery","GoodForKids","OutdoorSeating","RestaurantsAttire","garage","street","validated","lot","valet","WiFi","NoiseLevel","Caters","dessert","latenight","lunch","dinner","brunch","breakfast"
"3181","Champaign","IL",61820,40.1106376,-88.2324833,3.5,48,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","True","True","False","casual","False","True","False","False","False","no","average","True","False","False","True","True","False","False"
"3182","Charlotte","NC",28262,35.313822,-80.7467876,3,9,"Fast Food, American (Traditional)","yes","yes","yes","True","False","2","False","False","True","False","casual","False","False","False","False","False","no","loud","False","False","False","False","False","False","False"
"3183","Charlotte","NC",28277,35.0990393,-80.7793525,3,217,"Nightlife, Bars","yes","yes","yes","True","False","2","False","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"3184","Charlotte","NC",28285,35.2252005,-80.8473796,3,17,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","False","True","False","casual","False","True","False","False","False","free","loud","True","False","False","True","True","False","False"
"3185","Matthews","NC",28104,35.095978,-80.6775481,4.5,48,"Sandwiches, Fast Food","no","no","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"3186","Charlotte","NC",28211,35.1761455,-80.7996081,2.5,31,"Sandwiches, Fast Food","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","False","False","False"
"3187","Madison","WI",53711,43.0579525,-89.4273753,3.5,44,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","False","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","False","True","False","False"
"3188","Concord","NC",28025,35.4359659,-80.6047205,2.5,35,"American (Traditional), Nightlife","yes","yes","no","True","True","2","False","False","True","False","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"3189","Charlotte","NC",28205,35.2467073,-80.8059197,4,373,"Sandwiches, Fast Food","yes","no","yes","True","True","2","False","False","True","False","casual","False","True","False","False","False","free","average","True","False","False","True","True","False","False"
"3190","Charlotte","NC",28273,35.116692,-80.962647,3.5,311,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","True","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"3191","Madison","WI",53718,43.1380457692,-89.2894092848,3.5,41,"Nightlife, Bars","yes","yes","no","True","True","2","False","False","False","True","casual","False","False","False","True","False","free","loud","False","False","False","True","True","False","False"
"3192","Middleton","WI",53562,43.1407496,-89.5211137,4,12,"American (Traditional), Nightlife","yes","yes","no","True","True","1","False","False","False","False","casual","False","False","False","False","False","free","average","False","False","True","False","False","False","False"
"3193","Charlotte","NC",28211,35.1522311,-80.8318968,2.5,43,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","very_loud","False","False","False","True","True","False","False"
"3194","Charlotte","NC",28202,35.2272493,-80.8386173,4,80,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","False","True","True","casual","True","False","False","False","False","free","loud","True","False","False","True","True","False","False"
"3195","Mahomet","IL",61853,40.191582,-88.401872,1.5,19,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","False","False","casual","False","False","False","False","False","free","loud","False","False","True","False","False","False","False"
"3196","Charlotte","NC",28277,35.053717,-80.851277,3,247,"Nightlife, Bars","yes","yes","yes","True","True","2","False","True","True","True","casual","True","False","False","True","False","free","average","True","False","False","True","True","False","False"
"3197","Monroe","NC",28110,35.0072809522,-80.5627099425,2.5,9,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","False","False","False","True","False","False","False"
"3198","Charlotte","NC",28204,35.215054,-80.83331,2.5,14,"Coffee & Tea, Cafes","yes","yes","no","True","True","2","False","True","True","False","casual","False","False","False","False","False","free","average","True","True","False","False","False","False","False"
"3199","Madison","WI",53718,43.0509947,-89.2788632,5,16,"Coffee & Tea, Cafes","no","no","no","True","False","2","False","False","True","False","casual","False","False","False","False","False","no","average","False","False","False","False","False","False","False"
"3200","Wesley Chapel","NC",28104,34.9997055,-80.6994116,3.5,62,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","True","False","True","True","casual","False","False","False","False","False","no","average","True","False","False","False","True","False","False"
"3201","Madison","WI",53715,43.071074,-89.4075932,2,8,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","False","True","casual","True","True","False","False","False","paid","average","False","False","True","False","False","True","False"
"3202","Madison","WI",53703,43.07546,-89.393063,4,98,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","False","True","False","True","casual","False","False","False","True","False","free","average","False","False","False","True","True","False","False"
"3203","Charlotte","NC",28212,35.1536065,-80.7461254,3,103,"Fast Food, American (Traditional)","yes","no","no","True","True","2","True","True","True","False","casual","False","False","False","True","False","free","average","False","False","False","False","True","False","False"
"3204","Monona","WI",53716,43.0498978335,-89.3255344033,2.5,32,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","False","False","False","False"
"3205","Charlotte","NC",28217,35.1832582,-80.9194344,3.5,146,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"3206","Middleton","WI",53562,43.095616,-89.511021,4,106,"Nightlife, Bars","no","no","yes","True","True","3","True","False","False","False","casual","False","True","False","False","False","no","average","False","False","False","False","True","False","False"
"3207","Charlotte","NC",28205,35.214056,-80.782638,4,4,"Coffee & Tea, Cafes","yes","no","no","True","True","2","False","False","True","True","casual","False","False","False","False","False","free","very_loud","False","False","False","False","False","False","False"
"3208","St Joseph","IL",61873,40.111951,-88.0423837,4.5,44,"Nightlife, Bars","yes","no","no","True","True","2","True","False","True","False","casual","False","False","False","True","False","free","average","False","False","False","True","True","False","False"
"3209","Mount Horeb","WI",53572,43.0096094794,-89.7224979743,1,11,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True","True","False","True","True","False","False"
"3210","Madison","WI",53704,43.1033891,-89.3501882,4,130,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","False","False","False","True","casual","False","True","False","True","False","free","average","False","False","False","True","True","False","False"
